id	label	longitud	latitud	abundance
637	Tinamus major	-82.9727	8.78974	1
638	Tinamus major	-82.9727	8.78974	1
639	Tinamus major	-82.9727	8.78974	1
640	Tinamus major	-82.9727	8.78974	1
641	Tinamus major	-82.9727	8.78974	1
642	Tinamus major	-82.9727	8.78974	1
643	Tinamus major	-82.9727	8.78974	1
644	Tinamus major	-83.5617	8.79067	1
645	Tinamus major	-82.9495	8.79735	1
646	Tinamus major	-82.9583	8.8	1
647	Tinamus major	-82.8506	8.86964	1
648	Tinamus major	-82.8506	8.86964	1
649	Tinamus major	-82.8506	8.86964	1
650	Tinamus major	-82.8506	8.86964	1
651	Tinamus major	-82.79	8.90385	1
652	Tinamus major	-82.79	8.90385	1
653	Tinamus major	-82.79	8.90385	1
654	Tinamus major	-82.7899	8.90425	1
655	Tinamus major	-82.7899	8.90425	1
656	Tinamus major	-82.787	8.92442	1
657	Tinamus major	-82.8343	8.93985	1
658	Tinamus major	-82.8343	8.93985	1
659	Tinamus major	-82.8343	8.93985	1
660	Tinamus major	-82.8343	8.93985	1
661	Tinamus major	-82.8343	8.93985	1
662	Tinamus major	-82.8343	8.93985	1
663	Tinamus major	-82.8343	8.93985	1
664	Tinamus major	-82.8343	8.93985	1
665	Tinamus major	-82.8438	8.94756	1
666	Tinamus major	-83.6124	9.00555	1
667	Tinamus major	-83.7467	9.15023	1
668	Tinamus major	-83.7467	9.15023	1
669	Tinamus major	-83.7425	9.15887	1
670	Tinamus major	-83.7425	9.15887	1
671	Tinamus major	-83.7425	9.15887	1
672	Tinamus major	-83.3304	9.1726	1
673	Tinamus major	-83.4841	9.20327	1
674	Tinamus major	-83.4865	9.23276	1
675	Tinamus major	-83.8612	9.25089	1
676	Tinamus major	-83.3032	9.25452	1
677	Tinamus major	-83.8703	9.26106	1
678	Tinamus major	-83.8703	9.26106	1
679	Tinamus major	-83.8703	9.26106	1
680	Tinamus major	-83.8703	9.26106	1
681	Tinamus major	-83.8703	9.26106	1
682	Tinamus major	-83.8703	9.26106	1
683	Tinamus major	-83.8703	9.26106	1
684	Tinamus major	-83.8715	9.26732	1
685	Tinamus major	-83.8788	9.27029	1
686	Tinamus major	-83.8904	9.27545	1
687	Tinamus major	-83.8208	9.29629	1
688	Tinamus major	-83.8208	9.29629	1
689	Tinamus major	-83.7721	9.29801	1
690	Tinamus major	-83.7721	9.29801	1
691	Tinamus major	-83.7721	9.29801	1
692	Tinamus major	-83.7721	9.29801	1
693	Tinamus major	-83.7721	9.29801	1
694	Tinamus major	-83.7721	9.29801	1
695	Tinamus major	-83.7721	9.29801	1
696	Tinamus major	-83.7804	9.3012	1
697	Tinamus major	-83.7765	9.30535	1
698	Tinamus major	-83.8583	9.31645	1
699	Tinamus major	-83.8583	9.31645	1
700	Tinamus major	-83.6264	9.33296	1
701	Tinamus major	-83.6264	9.33296	1
702	Tinamus major	-83.6267	9.3333	1
703	Tinamus major	-83.6267	9.3333	1
704	Tinamus major	-83.6267	9.3333	1
705	Tinamus major	-83.6267	9.3333	1
706	Tinamus major	-83.6267	9.3333	1
707	Tinamus major	-83.6267	9.3333	1
708	Tinamus major	-83.6267	9.3333	1
709	Tinamus major	-83.6267	9.3333	1
710	Tinamus major	-83.6267	9.3333	1
711	Tinamus major	-83.6267	9.3333	1
712	Tinamus major	-84.1404	9.38496	1
713	Tinamus major	-83.5981	9.39123	1
714	Tinamus major	-83.5981	9.39123	1
715	Tinamus major	-84.1531	9.395	1
716	Tinamus major	-84.1531	9.395	1
717	Tinamus major	-84.1531	9.395	1
718	Tinamus major	-84.1531	9.395	1
719	Tinamus major	-84.1667	9.41667	1
720	Tinamus major	-84.1555	9.41962	1
721	Tinamus major	-84.1555	9.41962	1
722	Tinamus major	-84.1638	9.42832	1
723	Tinamus major	-83.6893	9.43806	1
724	Tinamus major	-83.6893	9.43806	1
725	Tinamus major	-83.6893	9.43806	1
726	Tinamus major	-83.7015	9.46233	1
727	Tinamus major	-83.7015	9.46233	1
728	Tinamus major	-84.3641	9.46848	1
729	Tinamus major	-84.0667	9.58137	1
730	Tinamus major	-84.6033	9.59753	1
731	Tinamus major	-84.6033	9.59753	1
732	Tinamus major	-82.6081	9.60001	1
733	Tinamus major	-82.6605	9.6242	1
734	Tinamus major	-82.6501	9.63257	1
735	Tinamus major	-82.7107	9.63787	1
736	Tinamus major	-82.7965	9.65402	1
737	Tinamus major	-84.3749	9.6732	1
738	Tinamus major	-84.3749	9.6732	1
739	Tinamus major	-84.6552	9.6874	1
740	Tinamus major	-82.8122	9.68808	1
741	Tinamus major	-84.66	9.69964	1
742	Tinamus major	-84.6601	9.70059	1
743	Tinamus major	-84.6601	9.70059	1
744	Tinamus major	-84.6625	9.70394	1
745	Tinamus major	-84.5995	9.71802	1
746	Tinamus major	-84.5995	9.71802	1
747	Tinamus major	-84.5805	9.7319	1
748	Tinamus major	-84.5973	9.73274	1
749	Tinamus major	-84.5973	9.73274	1
750	Tinamus major	-84.5762	9.73444	1
751	Tinamus major	-82.8409	9.73748	1
752	Tinamus major	-84.6265	9.74366	1
753	Tinamus major	-84.5837	9.7456	1
754	Tinamus major	-84.5949	9.75525	1
755	Tinamus major	-84.6113	9.75668	1
756	Tinamus major	-84.6213	9.76211	1
757	Tinamus major	-84.6043	9.77335	1
758	Tinamus major	-84.6043	9.77335	1
759	Tinamus major	-84.6043	9.77335	1
760	Tinamus major	-84.6043	9.77335	1
761	Tinamus major	-84.6043	9.77335	1
762	Tinamus major	-84.6043	9.77335	1
763	Tinamus major	-84.6043	9.77335	1
764	Tinamus major	-84.6043	9.77335	1
765	Tinamus major	-84.623	9.77521	1
766	Tinamus major	-83.7738	9.77707	1
767	Tinamus major	-84.6045	9.77866	1
768	Tinamus major	-84.6045	9.77866	1
769	Tinamus major	-84.6045	9.77866	1
770	Tinamus major	-84.6045	9.77866	1
771	Tinamus major	-84.6045	9.77866	1
772	Tinamus major	-84.6045	9.77866	1
773	Tinamus major	-84.6045	9.77866	1
774	Tinamus major	-84.6045	9.77866	1
775	Tinamus major	-84.6045	9.77866	1
776	Tinamus major	-84.5728	9.78079	1
777	Tinamus major	-84.6061	9.78079	1
778	Tinamus major	-84.6046	9.7812	1
779	Tinamus major	-84.5971	9.78147	1
780	Tinamus major	-84.5971	9.78147	1
781	Tinamus major	-84.6364	9.78226	1
782	Tinamus major	-84.5334	9.78323	1
783	Tinamus major	-84.5334	9.78323	1
784	Tinamus major	-83.7583	9.78358	1
785	Tinamus major	-84.5961	9.79083	1
786	Tinamus major	-84.5961	9.79083	1
787	Tinamus major	-84.5961	9.79083	1
788	Tinamus major	-84.5961	9.79083	1
789	Tinamus major	-84.5961	9.79083	1
790	Tinamus major	-84.5961	9.79083	1
791	Tinamus major	-84.5961	9.79083	1
792	Tinamus major	-84.5961	9.79083	1
793	Tinamus major	-84.5961	9.79083	1
794	Tinamus major	-84.5961	9.79083	1
795	Tinamus major	-84.5961	9.79083	1
796	Tinamus major	-84.5961	9.79083	1
797	Tinamus major	-84.5961	9.79083	1
798	Tinamus major	-84.5961	9.79083	1
799	Tinamus major	-84.5961	9.79083	1
800	Tinamus major	-84.5961	9.79083	1
801	Tinamus major	-84.5961	9.79083	1
802	Tinamus major	-84.5961	9.79083	1
803	Tinamus major	-84.5961	9.79083	1
804	Tinamus major	-84.5961	9.79083	1
805	Tinamus major	-84.5961	9.79083	1
806	Tinamus major	-84.5961	9.79083	1
807	Tinamus major	-84.5961	9.79083	1
808	Tinamus major	-84.5961	9.79083	1
809	Tinamus major	-84.5961	9.79083	1
810	Tinamus major	-84.5961	9.79083	1
811	Tinamus major	-84.5961	9.79083	1
812	Tinamus major	-84.5961	9.79083	1
813	Tinamus major	-84.5961	9.79083	1
814	Tinamus major	-84.5961	9.79083	1
815	Tinamus major	-84.5961	9.79083	1
816	Tinamus major	-84.5961	9.79083	1
817	Tinamus major	-84.5961	9.79083	1
818	Tinamus major	-84.5961	9.79083	1
819	Tinamus major	-84.5961	9.79083	1
820	Tinamus major	-84.5961	9.79083	1
821	Tinamus major	-84.5961	9.79083	1
822	Tinamus major	-84.5961	9.79083	1
823	Tinamus major	-84.5961	9.79083	1
824	Tinamus major	-84.5961	9.79083	1
825	Tinamus major	-84.5961	9.79083	1
826	Tinamus major	-84.5961	9.79083	1
827	Tinamus major	-84.5961	9.79083	1
828	Tinamus major	-84.605	9.79916	1
829	Tinamus major	-84.5986	9.80137	1
830	Tinamus major	-84.5986	9.80137	1
831	Tinamus major	-83.6083	9.81667	1
832	Tinamus major	-84.2929	9.82117	1
833	Tinamus major	-83.5638	9.83193	1
834	Tinamus major	-83.5638	9.83193	1
835	Tinamus major	-83.5638	9.83193	1
836	Tinamus major	-83.5638	9.83193	1
837	Tinamus major	-83.5638	9.83193	1
838	Tinamus major	-83.5638	9.83193	1
839	Tinamus major	-83.5638	9.83193	1
840	Tinamus major	-83.5638	9.83193	1
841	Tinamus major	-83.5638	9.83193	1
842	Tinamus major	-83.5638	9.83193	1
843	Tinamus major	-83.5638	9.83193	1
844	Tinamus major	-83.5638	9.83193	1
845	Tinamus major	-83.5638	9.83193	1
846	Tinamus major	-83.5638	9.83193	1
847	Tinamus major	-83.5638	9.83193	1
848	Tinamus major	-84.0674	9.84439	1
849	Tinamus major	-83.5962	9.84665	1
850	Tinamus major	-83.5962	9.84665	1
851	Tinamus major	-83.5962	9.84665	1
852	Tinamus major	-83.7117	9.8471	1
853	Tinamus major	-83.7117	9.8471	1
854	Tinamus major	-83.5963	9.85395	1
855	Tinamus major	-83.6604	9.87204	1
856	Tinamus major	-84.5762	9.88633	1
857	Tinamus major	-83.2066	9.91065	1
858	Tinamus major	-83.191	9.92668	1
859	Tinamus major	-83.191	9.92668	1
860	Tinamus major	-84.0789	9.98094	1
